User,Email / Username,Role,Session,Status,Planned Session Start,Planned Session End,Actual Session Start,Actual Session End,Session Date,Joined,Left,Attendance Status,Grade,Sex,Race,Is Hispanic,School,District,Region,Program,Parents,Custom ID
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,3:00 PM,3:15 PM,,,01/08/2024,3:00 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,3:00 PM,3:15 PM,,,01/08/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,3:00 PM,3:15 PM,,,01/08/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,2:51 PM,3:06 PM,2:52 PM,2:57 PM,01/08/2024,2:52 PM,2:52 PM,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,2:51 PM,3:06 PM,2:52 PM,2:57 PM,01/08/2024,2:52 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,12:01 PM,12:16 PM,,,01/08/2024,12:01 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,12:01 PM,12:16 PM,,,01/08/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,12:00 PM,12:15 PM,,,01/08/2024,12:00 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,12:00 PM,12:15 PM,,,01/08/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,11:50 AM,12:05 PM,11:51 AM,11:56 AM,01/08/2024,11:51 AM,11:51 AM,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,11:50 AM,12:05 PM,11:51 AM,11:56 AM,01/08/2024,11:51 AM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:27 PM,9:42 PM,,,01/07/2024,9:27 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:27 PM,9:42 PM,,,01/07/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:26 PM,9:41 PM,,,01/07/2024,9:26 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:26 PM,9:41 PM,,,01/07/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,9:19 PM,9:34 PM,9:20 PM,9:25 PM,01/07/2024,9:19 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,9:19 PM,9:34 PM,9:20 PM,9:25 PM,01/07/2024,9:20 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:28 PM,9:43 PM,,,01/06/2024,9:28 PM,,Attended,,,,,,,,,,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:28 PM,9:43 PM,,,01/06/2024,9:29 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:28 PM,9:43 PM,,,01/06/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:28 PM,9:43 PM,,,01/06/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,9:24 PM,9:39 PM,9:25 PM,9:30 PM,01/06/2024,9:25 PM,9:25 PM,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,9:24 PM,9:39 PM,9:25 PM,9:30 PM,01/06/2024,9:25 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Missed,9:21 PM,9:36 PM,,,01/06/2024,,,Missed,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Missed,9:21 PM,9:36 PM,,,01/06/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:25 PM,9:40 PM,,,01/05/2024,9:25 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:25 PM,9:40 PM,,,01/05/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:24 PM,9:39 PM,,,01/05/2024,9:24 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:24 PM,9:39 PM,,,01/05/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,9:21 PM,9:36 PM,9:21 PM,9:26 PM,01/05/2024,9:21 PM,9:21 PM,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,9:21 PM,9:36 PM,9:21 PM,9:26 PM,01/05/2024,9:21 PM,9:21 PM,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Missed,9:17 PM,9:32 PM,,,01/05/2024,9:17 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Missed,9:17 PM,9:32 PM,,,01/05/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:27 PM,9:42 PM,,,01/04/2024,9:27 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:27 PM,9:42 PM,,,01/04/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:26 PM,9:41 PM,,,01/04/2024,9:26 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:26 PM,9:41 PM,,,01/04/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,9:18 PM,9:33 PM,9:19 PM,9:24 PM,01/04/2024,9:19 PM,9:19 PM,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,9:18 PM,9:33 PM,9:19 PM,9:24 PM,01/04/2024,9:19 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:25 PM,9:40 PM,,,01/03/2024,9:25 PM,,Attended,,,,,,,,,,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:25 PM,9:40 PM,,,01/03/2024,9:25 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:25 PM,9:40 PM,,,01/03/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:25 PM,9:40 PM,,,01/03/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,9:21 PM,9:36 PM,9:22 PM,9:27 PM,01/03/2024,9:22 PM,9:22 PM,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,9:21 PM,9:36 PM,9:22 PM,9:27 PM,01/03/2024,9:22 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Missed,9:17 PM,9:32 PM,,,01/03/2024,9:18 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Missed,9:17 PM,9:32 PM,,,01/03/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,2:34 PM,2:49 PM,2:34 PM,2:38 PM,01/03/2024,2:34 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,2:34 PM,2:49 PM,2:34 PM,2:38 PM,01/03/2024,2:34 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,2:33 PM,2:48 PM,,,01/03/2024,2:33 PM,,Attended,,,,,,,,,,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,2:33 PM,2:48 PM,,,01/03/2024,2:33 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,2:33 PM,2:48 PM,,,01/03/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,2:33 PM,2:48 PM,,,01/03/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,2:28 PM,2:43 PM,2:28 PM,2:33 PM,01/03/2024,2:28 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,2:28 PM,2:43 PM,2:28 PM,2:33 PM,01/03/2024,2:28 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,1:00 PM,1:15 PM,,,01/03/2024,1:01 PM,,Attended,,,,,,,,,,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,1:00 PM,1:15 PM,,,01/03/2024,1:00 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,1:00 PM,1:15 PM,,,01/03/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,1:00 PM,1:15 PM,,,01/03/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,12:56 PM,1:11 PM,12:57 PM,1:02 PM,01/03/2024,12:57 PM,12:57 PM,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,12:56 PM,1:11 PM,12:57 PM,1:02 PM,01/03/2024,12:57 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,12:17 PM,12:32 PM,,,01/03/2024,12:17 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,12:17 PM,12:32 PM,,,01/03/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,12:16 PM,12:31 PM,,,01/03/2024,12:16 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,12:16 PM,12:31 PM,,,01/03/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,12:07 PM,12:22 PM,12:08 PM,12:13 PM,01/03/2024,12:08 PM,12:08 PM,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,12:07 PM,12:22 PM,12:08 PM,12:13 PM,01/03/2024,12:08 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,10:50 AM,11:05 AM,,,01/03/2024,10:50 AM,,Attended,,,,,,,,,,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,10:50 AM,11:05 AM,,,01/03/2024,10:50 AM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,10:50 AM,11:05 AM,,,01/03/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,10:50 AM,11:05 AM,,,01/03/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,10:43 AM,10:58 AM,10:44 AM,10:48 AM,01/03/2024,10:43 AM,10:43 AM,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,10:43 AM,10:58 AM,10:44 AM,10:48 AM,01/03/2024,10:44 AM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,10:07 AM,10:22 AM,10:07 AM,10:12 AM,01/03/2024,10:07 AM,,Attended,,,,,,,,,,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,10:07 AM,10:22 AM,,,01/03/2024,10:07 AM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,10:07 AM,10:22 AM,10:07 AM,10:12 AM,01/03/2024,10:07 AM,,Attended,,,,,,,,,Automation Parent,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,10:07 AM,10:22 AM,,,01/03/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,10:06 AM,10:21 AM,,,01/03/2024,10:06 AM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,10:06 AM,10:21 AM,,,01/03/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,9:47 AM,10:02 AM,9:47 AM,9:52 AM,01/03/2024,9:47 AM,,Attended,,,,,,,,,,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:47 AM,10:02 AM,,,01/03/2024,9:47 AM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,9:47 AM,10:02 AM,9:47 AM,9:52 AM,01/03/2024,9:47 AM,,Attended,,,,,,,,,Automation Parent,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:47 AM,10:02 AM,,,01/03/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:46 AM,10:01 AM,,,01/03/2024,9:46 AM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:46 AM,10:01 AM,,,01/03/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,8:34 AM,8:49 AM,8:34 AM,8:39 AM,01/03/2024,8:34 AM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,8:34 AM,8:49 AM,8:34 AM,8:39 AM,01/03/2024,8:34 AM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,8:33 AM,8:48 AM,,,01/03/2024,8:33 AM,,Attended,,,,,,,,,,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,8:33 AM,8:48 AM,,,01/03/2024,8:33 AM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,8:33 AM,8:48 AM,,,01/03/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,8:33 AM,8:48 AM,,,01/03/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:24 PM,9:39 PM,,,01/02/2024,9:24 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:24 PM,9:39 PM,,,01/02/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:23 PM,9:38 PM,,,01/02/2024,9:24 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:23 PM,9:38 PM,,,01/02/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,9:21 PM,9:36 PM,9:21 PM,9:26 PM,01/02/2024,9:21 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,9:21 PM,9:36 PM,9:21 PM,9:26 PM,01/02/2024,9:21 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Missed,9:17 PM,9:32 PM,,,01/02/2024,9:17 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Missed,9:17 PM,9:32 PM,,,01/02/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,3:33 PM,3:48 PM,,,01/02/2024,3:33 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,3:33 PM,3:48 PM,,,01/02/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:26 PM,9:41 PM,,,01/01/2024,9:26 PM,,Attended,,,,,,,,,,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:26 PM,9:41 PM,,,01/01/2024,9:26 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:26 PM,9:41 PM,,,01/01/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:26 PM,9:41 PM,,,01/01/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,9:18 PM,9:33 PM,9:19 PM,9:24 PM,01/01/2024,9:19 PM,9:19 PM,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,9:18 PM,9:33 PM,9:19 PM,9:24 PM,01/01/2024,9:19 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:30 PM,9:45 PM,,,12/31/2023,9:30 PM,,Attended,,,,,,,,,,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:30 PM,9:45 PM,,,12/31/2023,9:30 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:30 PM,9:45 PM,,,12/31/2023,,,Missed,,,,,,,,,Automation Parent,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:30 PM,9:45 PM,,,12/31/2023,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,9:22 PM,9:37 PM,9:23 PM,9:28 PM,12/31/2023,9:23 PM,9:23 PM,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,9:22 PM,9:37 PM,9:23 PM,9:28 PM,12/31/2023,9:23 PM,,Attended,,,,,,,,,Automation Parent,
